split,item_id,item_idx,phase,base_graph_mean,fused_graph_mean,fused_graph_std,fused_density_gt_1e_6,fused_diag_mean,sparse_branch_density_gt_1e_6,sparse_branch_row_sum_error,local_delta_norm,last_warm_loss,config_name,selected_config_name,final_training_seconds,device
validation,41,36,Warm B,-0.0464010052382946,0.5012398362159729,0.19511128962039948,1.0,1.0,0.3333333333333333,5.960464477539063e-08,0.3948763608932495,0.5108262896537781,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,41,36,Warm C,-0.06078147888183594,0.49738386273384094,0.1969812959432602,1.0,1.0,0.3333333333333333,1.1920928955078125e-07,0.5501235723495483,0.5844821929931641,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,104,76,Cold,-0.02679239585995674,0.5053767561912537,0.19421689212322235,1.0,1.0,0.35802469135802467,2.384185791015625e-07,0.0,0.0,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,104,76,Warm A,-0.032356858253479004,0.5043824911117554,0.19622863829135895,1.0,1.0,0.345679012345679,1.7881393432617188e-07,0.22642101347446442,0.610812783241272,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,104,76,Warm B,-0.02309929020702839,0.5063856840133667,0.196245014667511,1.0,1.0,0.345679012345679,1.1920928955078125e-07,0.199508398771286,0.5546448826789856,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,104,76,Warm C,-0.00672934390604496,0.5101115107536316,0.19518935680389404,1.0,1.0,0.37037037037037035,2.384185791015625e-07,0.34715375304222107,0.529803454875946,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,107,78,Cold,-0.027902573347091675,0.5056138038635254,0.1931372433900833,1.0,1.0,0.37037037037037035,1.1920928955078125e-07,0.0,0.0,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,107,78,Warm A,-0.036694590002298355,0.5027191638946533,0.19328050315380096,1.0,1.0,0.37037037037037035,1.1920928955078125e-07,0.23915435373783112,0.6701827645301819,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,107,78,Warm B,-0.01767999865114689,0.508059561252594,0.19181407988071442,1.0,1.0,0.38271604938271603,1.1920928955078125e-07,0.24969354271888733,0.5133314728736877,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,107,78,Warm C,-0.012457776814699173,0.5087305903434753,0.1906021535396576,1.0,1.0,0.4444444444444444,1.7881393432617188e-07,0.4264543056488037,0.5518524050712585,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
validation,110,79,Cold,-0.015575891360640526,0.5087754130363464,0.1921282559633255,1.0,1.0,0.345679012345679,2.384185791015625e-07,0.0,0.0,cfg02_G3_D32,cfg02_G3_D32,2.234317305032164,cuda
