family,model_label,seed,bundle_id,schema_version,protocol_pointer_sha256,source_status,split,phase,rows,positives,threshold,accuracy,precision,recall,f1,roc_auc,predicted_positive_rate,score_mean,score_std,tp,fp,fn,tn,config_name,variant
emerg,EmerG,4517,20260716T183821-s4517-93c4e3d2a257,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm B,57569,23501,0.3698035776615143,0.7103302124407233,0.6134587891079563,0.7851155269988511,0.6887528463175184,0.8004792127561895,0.5224513192864215,0.4204283965391765,0.2773341845412534,18451,11626,5050,22442,cfg02_G2_D32,
emerg,EmerG,4517,20260716T183821-s4517-93c4e3d2a257,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm C,57569,23501,0.3690455555915832,0.7155587208393406,0.6188458972648432,0.7894557678396664,0.6938164955778688,0.8043639428642021,0.5207663846862026,0.4119414858406074,0.2821657313075186,18553,11427,4948,22641,cfg02_G2_D32,
emerg,EmerG,7788,20260716T183628-s7788-61d13741e884,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Cold,57569,23501,0.2586893439292907,0.5019020653476698,0.4490346729708432,0.9698736223990468,0.6138619194462773,0.7456581672918952,0.8817245392485539,0.5648563032771076,0.2325053506881799,22793,27967,708,6101,cfg02_G2_D32,
emerg,EmerG,7788,20260716T183628-s7788-61d13741e884,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm A,57569,23501,0.3567849695682525,0.6686758498497455,0.5609326396344317,0.8670694864048338,0.6811860667246107,0.7956929005996297,0.631016693011864,0.4738042336424333,0.261336857832238,20377,15950,3124,18118,cfg02_G2_D32,
emerg,EmerG,7788,20260716T183628-s7788-61d13741e884,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm B,57569,23501,0.3670071065425873,0.7052232972606785,0.6037226439665851,0.8087740947193737,0.6913647606576458,0.8008722565931496,0.546874185759697,0.4309824494635883,0.2800928778792802,19007,12476,4494,21592,cfg02_G2_D32,
emerg,EmerG,7788,20260716T183628-s7788-61d13741e884,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm C,57569,23501,0.3585853576660156,0.7088189824384652,0.6073887543032003,0.8108165609974044,0.6945127840650229,0.8052451647490093,0.5449460647223332,0.4204560759190944,0.2836966864041476,19055,12317,4446,21751,cfg02_G2_D32,
emerg,EmerG,9999,20260716T183705-s9999-3128f214418f,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Cold,57569,23501,0.2696330547332763,0.4975073390192638,0.4466717764282766,0.9671077826475468,0.6110991611099162,0.7357952111156257,0.8838611058034707,0.5628059200226048,0.2230180980896817,22728,28155,773,5913,cfg02_G2_D32,
emerg,EmerG,9999,20260716T183705-s9999-3128f214418f,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm A,57569,23501,0.3464659750461578,0.6607549201827372,0.5535825124814465,0.8728564741925875,0.6774886055882158,0.7912865438709857,0.6436623877434036,0.4760298968826905,0.260606905716579,20513,16542,2988,17526,cfg02_G2_D32,
emerg,EmerG,9999,20260716T183705-s9999-3128f214418f,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm B,57569,23501,0.3300808072090149,0.6922996751724018,0.5851555372435916,0.8460491042934343,0.6918232428670842,0.801021678537113,0.5902308534106898,0.4342824946104313,0.282099333060945,19883,14096,3618,19972,cfg02_G2_D32,
emerg,EmerG,9999,20260716T183705-s9999-3128f214418f,emerg-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,PASS,evaluation,Warm C,57569,23501,0.3488164246082306,0.706074449790686,0.6027418649678347,0.8212842006723118,0.6952434126398069,0.8033125004680677,0.5562368635897792,0.4203363786230153,0.2847196816216488,19301,12721,4200,21347,cfg02_G2_D32,
lightgcn,LightGCN,2025,20260716T183339-s2025-a370f5a1659c,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Cold,57569,23501,-0.0410508066415786,0.4082058052076638,0.4082097071187854,0.9999148972384154,0.5797426819791037,0.5060462735549583,0.9999478886206118,5.362256159706805e-05,0.0096584717375976,23499,34067,2,1,cfg01_L2_D64,
lightgcn,LightGCN,2025,20260716T183339-s2025-a370f5a1659c,lightgcn-baseline-v1,5256c3aeda7f7e619fd60d9530397af6a207c7a83d80c45cdd131e0d86fc2ee0,WARN,evaluation,Warm A,57569,23501,-0.0375961475074291,0.4082058052076638,0.4082065179626155,0.9998723458576232,0.5797323135755258,0.5037830254633268,0.9999131477010196,0.001309067226294,0.0097701118883118,23498,34066,3,2,cfg01_L2_D64,
